e_id,e_name
K00001,"E1.1.1.1, adh; alcohol dehydrogenase [EC:1.1.1.1]"
K12977,lpxE; lipid A 1-phosphatase [EC:3.1.3.-]
K12978,lpxF; lipid A 4'-phosphatase [EC:3.1.3.-]
K12979,lpxO; beta-hydroxylase [EC:1.14.11.-]
K12980,lpxQ; lipid A oxidase
K12981,"waaZ, rfaZ; KDO transferase III [EC:2.4.99.-]"
K12982,opsX; heptosyltransferase I [EC:2.4.-.-]
K12983,"waaV; UDP-glucose:(glucosyl)LPS beta-1,3-glucosyltransferase [EC:2.4.1.-]"
K12984,"waaE, kdtX; (heptosyl)LPS beta-1,4-glucosyltransferase [EC:2.4.1.-]"
K12985,"waaW; (galactosyl)LPS 1,2-glucosyltransferase [EC:2.4.1.-]"
K12986,"waaS, rfaS; 1,5-rhamnosyltransferase [EC:2.4.1.-]"
K12987,"migA; alpha-1,6-rhamnosyltransferase [EC:2.4.1.-]"
K12988,"wapR; alpha-1,3-rhamnosyltransferase [EC:2.4.1.-]"
K12989,lpcC; mannosyltransferase [EC:2.4.1.-]
K12990,"rfbF, rhlC; rhamnosyltransferase [EC:2.4.1.-]"
K12991,rfbG; rhamnosyltransferase [EC:2.4.1.-]
K12992,"rfbN, wbaN; O-antigen biosynthesis alpha-1,3-rhamnosyltransferase [EC:2.4.1.377]"
K12993,"wbdA, mtfA; O-antigen biosynthesis alpha-1,2-mannosyltransferase [EC:2.4.1.371 2.4.1.-]"
K12994,"wbdB, mtfB; O-antigen biosynthesis alpha-1,3-mannosyltransferase [EC:2.4.1.349 2.4.1.-]"
K12995,"wbdC, mtfC; O-antigen biosynthesis alpha-1,3-mannosyltransferase [EC:2.4.1.348 2.4.1.-]"
K12996,rgpA; rhamnosyltransferase [EC:2.4.1.-]
K12997,rgpB; rhamnosyltransferase [EC:2.4.1.-]
K12998,rgpE; glucosyltransferase [EC:2.4.1.-]
K12999,rgpI; glucosyltransferase [EC:2.4.1.-]
K13000,wbyJ; mannosyltransferase [EC:2.4.1.-]
K13001,wbyK; mannosyltransferase [EC:2.4.1.-]
K13002,wbyL; glycosyltransferase [EC:2.4.1.-]
K13003,wbtG; glycosyltransferase WbtG [EC:2.4.1.-]
K13004,wbtD; galacturonosyltransferase WbtD [EC:2.4.1.-]
K13005,"rfbV, wbaV; O-antigen biosynthesis alpha-1,3-abequosyltransferase [EC:2.4.1.60]"
K13006,wbqR; UDP-perosamine 4-acetyltransferase [EC:2.3.1.-]
K13007,wbpL; glycosyltransferase WbpL [EC:2.4.1.-]
K13009,wzy; O-antigen polymerase [EC:2.4.1.-]
K13010,"per, rfbE; perosamine synthetase [EC:2.6.1.102]"
K13011,wbqL; O-antigen biosynthesis protein WbqL
K13012,wbqP; O-antigen biosynthesis protein WbqP
K13013,wbqV; O-antigen biosynthesis protein WbqV
K13014,arnD; undecaprenyl phosphate-alpha-L-ara4FN deformylase [EC:3.5.1.-]
K13015,wbpA; UDP-N-acetyl-D-glucosamine dehydrogenase [EC:1.1.1.136]
K13016,wbpB; UDP-N-acetyl-2-amino-2-deoxyglucuronate dehydrogenase [EC:1.1.1.335]
K13017,"wbpE, wlbC; UDP-2-acetamido-2-deoxy-ribo-hexuluronate aminotransferase [EC:2.6.1.98]"
K13018,"wbpD, wlbB; UDP-2-acetamido-3-amino-2,3-dideoxy-glucuronate N-acetyltransferase [EC:2.3.1.201]"
K13019,"wbpI, wlbD; UDP-GlcNAc3NAcA epimerase [EC:5.1.3.23]"
K13020,"wlbA, bplA; UDP-N-acetyl-2-amino-2-deoxyglucuronate dehydrogenase [EC:1.1.1.335]"
K13021,"ttuB; MFS transporter, ACS family, tartrate transporter"
K13028,oxdA; aldoxime dehydratase [EC:4.99.1.5]
K13037,bacD; L-alanine-L-anticapsin ligase [EC:6.3.2.49]
K13038,"coaBC, dfp; phosphopantothenoylcysteine decarboxylase / phosphopantothenate---cysteine ligase [EC:4.1.1.36 6.3.2.5]"
K13039,comE; sulfopyruvate decarboxylase subunit beta [EC:4.1.1.79]
K13040,"ttrS; two-component system, LuxR family, sensor histidine kinase TtrS [EC:2.7.13.3]"
K13041,"ttrR; two-component system, LuxR family, response regulator TtrR"
K13042,bsmB; dimethylglycine N-methyltransferase [EC:2.1.1.161]
K13043,argF; N-succinyl-L-ornithine transcarbamylase [EC:2.1.3.11]
K13046,tok; tolkin [EC:3.4.24.-]
K13047,TLL2; tolloid-like protein 2 [EC:3.4.24.-]
K13048,cps; carboxypeptidase Ss1 [EC:3.4.17.-]
K13049,PM20D1; carboxypeptidase PM20D1 [EC:3.4.17.-]
K13051,"ASRGL1, iaaA; L-asparaginase / beta-aspartyl-peptidase [EC:3.5.1.1 3.4.19.5]"
K13052,"divIC, divA; cell division protein DivIC"
K13053,sulA; cell division inhibitor SulA
K13057,treT; trehalose synthase [EC:2.4.1.245]
K13058,mfpsA; mannosylfructose-phosphate synthase [EC:2.4.1.246]
K13059,"nahK, lnpB; N-acetylhexosamine 1-kinase [EC:2.7.1.162]"
K13060,lasI; acyl homoserine lactone synthase [EC:2.3.1.184]
K13061,"rhlI, phzI, solI, cepI, tofI; acyl homoserine lactone synthase [EC:2.3.1.184]"
K13062,"ainS, luxM; acyl homoserine lactone synthase [EC:2.3.1.184]"
K13063,phzE; 2-amino-4-deoxychorismate synthase [EC:2.6.1.86]
K13065,"E2.3.1.133, HCT; shikimate O-hydroxycinnamoyltransferase [EC:2.3.1.133]"
K13069,E2.7.7.65; diguanylate cyclase [EC:2.7.7.65]
K13071,"PAO, ACD1; pheophorbide a oxygenase [EC:1.14.15.17]"
K13074,CYP158A2; biflaviolin synthase [EC:1.14.19.69]
K13075,"ahlD, aiiA, attM, blcC; N-acyl homoserine lactone hydrolase [EC:3.1.1.81]"
K13085,"ipgD, sopB; phosphatidylinositol-4,5-bisphosphate 4-phosphatase [EC:3.1.3.78]"
K13086,mfppA; mannosylfructose-6-phosphate phosphatase [EC:3.1.3.79]
K13089,ILF2; interleukin enhancer-binding factor 2
K13091,RBM23_39; RNA-binding protein 23/39
K13096,"SF4, SUGP1; splicing factor 4"
K13111,SMU1; WD40 repeat-containing protein SMU1
K13117,DHX35; ATP-dependent RNA helicase DDX35 [EC:3.6.4.13]
K13126,PABPC; polyadenylate-binding protein
K13137,"STRAP, UNRIP; serine-threonine kinase receptor-associated protein"
K13158,HNRNPA2B1; heterogeneous nuclear ribonucleoprotein A2/B1
K13168,"CLASRP, SFRS16; CLK4-associating serine/arginine rich protein"
K13171,"SRRM1, SRM160; serine/arginine repetitive matrix protein 1"
K13172,"SRRM2, SRM300; serine/arginine repetitive matrix protein 2"
K13173,ARGLU1; arginine and glutamate-rich protein 1
K13178,DDX17; ATP-dependent RNA helicase DDX17 [EC:3.6.4.13]
K13182,DDX39; ATP-dependent RNA helicase DDX39 [EC:3.6.4.13]
K13199,SERBP1; plasminogen activator inhibitor 1 RNA-binding protein
K13216,"PPP1R8, NIPP1; nuclear inhibitor of protein phosphatase 1 [EC:3.1.4.-]"
K13222,"BX1, IGL; indole-3-glycerol-phosphate lyase [EC:4.1.2.8]"
K13236,"DECR1; 2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing], mitochondrial [EC:1.3.1.124]"
K13237,"DECR2, SPS19; 2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing], peroxisomal [EC:1.3.1.124]"
K13238,"ECI1, DCI; Delta3-Delta2-enoyl-CoA isomerase [EC:5.3.3.8]"
K13239,"ECI2, PECI; Delta3-Delta2-enoyl-CoA isomerase [EC:5.3.3.8]"
K13243,dos; c-di-GMP-specific phosphodiesterase [EC:3.1.4.52]
K13244,yahA; c-di-GMP-specific phosphodiesterase [EC:3.1.4.52]
K13245,pdeA; c-di-GMP-specific phosphodiesterase [EC:3.1.4.52]
K13246,vieA; c-di-GMP phosphodiesterase [EC:3.1.4.52]
K13252,ptcA; putrescine carbamoyltransferase [EC:2.1.3.6]
K13254,SPAST; spastin [EC:5.6.1.1]
K13255,fhuF; ferric iron reductase protein FhuF
K13256,psiE; protein PsiE
K13274,wprA; cell wall-associated protease [EC:3.4.21.-]
K13275,isp; major intracellular serine protease [EC:3.4.21.-]
K13276,bpr; bacillopeptidase F [EC:3.4.21.-]
K13277,epr; minor extracellular protease Epr [EC:3.4.21.-]
K13278,ASPG; 60kDa lysophospholipase [EC:3.1.1.5 3.1.1.47 3.5.1.1]
K13279,PRDX1; peroxiredoxin 1 [EC:1.11.1.24]
K13280,"SEC11, sipW; signal peptidase I [EC:3.4.21.89]"
K13281,"uvsE, UVE1; UV DNA damage endonuclease [EC:3.-.-.-]"
K13282,cphB; cyanophycinase [EC:3.4.15.6]
K13283,fieF; ferrous-iron efflux pump FieF
K13284,"sipA, ipaA; invasin A"
K13285,"sipB, ipaB, bipB; invasin B"
K13286,"sipC, ipaC, bipC; invasin C"
K13287,"sipD, ipaD, bipD; invasin D"
K13288,"orn, REX2, REXO2; oligoribonuclease [EC:3.1.-.-]"
K13289,"CTSA, CPY; cathepsin A (carboxypeptidase C) [EC:3.4.16.5]"
K13292,"lgt, umpA; phosphatidylglycerol---prolipoprotein diacylglyceryl transferase [EC:2.5.1.145]"
K13293,PDE4; cAMP-specific phosphodiesterase 4 [EC:3.1.4.53]
K13294,"PDEB2, PDE2B; cAMP-specific phosphodiesterase [EC:3.1.4.53]"
K13300,cccA; cytochrome c550
K13301,secM; secretion monitor
K13307,"tylMI; dTDP-3-amino-3,6-dideoxy-alpha-D-glucopyranose N,N-dimethyltransferase [EC:2.1.1.235]"
K13308,"desI, eryCIV; dTDP-4-amino-4,6-dideoxy-D-glucose transaminase [EC:2.6.1.33]"
K13309,"desII, eryCV; dTDP-4-amino-4,6-dideoxy-D-glucose ammonia-lyase [EC:4.3.1.30]"
K13310,"desV, eryCI; dTDP-3-amino-3,4,6-trideoxy-alpha-D-glucose transaminase [EC:2.6.1.106]"
K13311,"desVI, eryCVI; dTDP-3-amino-3,4,6-trideoxy-alpha-D-glucopyranose N,N-dimethyltransferase [EC:2.1.1.234]"
K13312,"tylJ, gerF; dTDP-4-dehydro-6-deoxy-D-glucose 3-epimerase [EC:5.1.3.27]"
K13313,"tylD, gerKI, mydI; dTDP-4-dehydro-6-deoxy-alpha-D-gulose 4-ketoreductase [EC:1.1.1.364]"
K13315,"eryBII, tylCII, tylC1, calS12, atmS12; NDP-hexose C3-ketoreductase / dTDP-4-oxo-2-deoxy-alpha-D-pentos-2-ene 2,3-reductase [EC:1.1.1.-]"
K13316,"tylCVII, tylK; NDP-hexose 5-epimerase [EC:5.1.3.-]"
K13317,"eryBIII, tylCIII, tylC3; NDP-4-keto-2,6-dideoxyhexose 3-C-methyltransferase [EC:2.1.1.-]"
K13318,"eryBIV, tylCIV, tylC2; dTDP-4-keto-6-deoxy-L-hexose 4-reductase [EC:1.1.1.-]"
K13322,megDV; dTDP-4-keto-6-deoxyhexose 4-ketoreductase
K13326,"megDIII; dTDP-3-amino-2,3,6-trideoxy-4-keto-D-glucose/dTDP-3-amino-3,4,6-trideoxy-alpha-D-glucopyranose N,N-dimethyltransferase [EC:2.1.1.- 2.1.1.234]"
K13327,"spnN, oleW; dTDP-3,4-didehydro-2,6-dideoxy-alpha-D-glucose 3-reductase [EC:1.1.1.384]"
K13328,"spnQ; dTDP-4-dehydro-2,6-dideoxy-D-glucose 3-dehydratase [EC:4.2.1.164]"
K13330,"spnS; dTDP-4-amino-2,3,4,6-tetradeoxy-D-glucose N,N-dimethyltransferase [EC:2.1.1.324]"
K13342,"PEX5, PXR1; peroxin-5"
K13346,PEX10; peroxin-10
K13355,"NUDT19; nucleoside diphosphate-linked moiety X motif 19, mitochondrial [EC:3.6.1.-]"
K13356,FAR; alcohol-forming fatty acyl-CoA reductase [EC:1.2.1.84]
K13366,"MPAO, PAO1; polyamine oxidase [EC:1.5.3.14 1.5.3.16 1.5.3.-]"
K13370,HSD17B8; 17beta-estradiol 17-dehydrogenase / 3alpha(17beta)-hydroxysteroid dehydrogenase (NAD+) / 3-oxoacyl-[acyl-carrier protein] reductase alpha subunit [EC:1.1.1.62 1.1.1.239]
K13371,aauA; aralkylamine dehydrogenase light chain [EC:1.4.9.2]
K13372,aauB; aralkylamine dehydrogenase heavy chain [EC:1.4.9.2]
K13378,nuoCD; NADH-quinone oxidoreductase subunit C/D [EC:7.1.1.2]
K13379,"RGP, UTM; reversibly glycosylated polypeptide / UDP-arabinopyranose mutase [EC:2.4.1.- 5.4.99.30]"
K13380,nuoBCD; NADH-quinone oxidoreductase subunit B/C/D [EC:7.1.1.2]
K13381,chiA; bifunctional chitinase/lysozyme [EC:3.2.1.14 3.2.1.17]
K13402,"MTHFD1L; monofunctional C1-tetrahydrofolate synthase, mitochondrial [EC:6.3.4.3]"
K13403,"MTHFD2; methylenetetrahydrofolate dehydrogenase(NAD+) / 5,10-methenyltetrahydrofolate cyclohydrolase [EC:1.5.1.15 3.5.4.9]"
K13408,"cvaA, mchE, raxA; membrane fusion protein"
K13409,"cvaB, mchF, raxB; ATP-binding cassette, subfamily B, bacterial CvaB/MchF/RaxB"
K13411,"DUOX, THOX; dual oxidase [EC:1.6.3.1 1.11.1.-]"
K13412,CPK; calcium-dependent protein kinase [EC:2.7.11.1]
K13419,pknK; serine/threonine-protein kinase PknK [EC:2.7.11.1]
K13421,UMPS; uridine monophosphate synthetase [EC:2.4.2.10 4.1.1.23]
K13443,NPC2; Niemann-Pick C2 protein
K13444,"SUMF1, FGE; formylglycine-generating enzyme [EC:1.8.3.7]"
K13448,CML; calcium-binding protein CML
K13449,PR1; pathogenesis-related protein 1
K13450,"ospF, mkaD, spvC; phosphothreonine lyase [EC:4.2.3.-]"
K13451,avrPto1; type III effector protein AvrPto1
K13452,"hopAB, avrPtoB; effector protein HopAB [EC:6.3.2.-]"
K13454,avrRpm1; type III effector protein AvrRpm1
K13455,"avrXccC, avrB; avirulence protein"
K13457,"RPM1, RPS3; disease resistance protein RPM1"
K13459,RPS2; disease resistance protein RPS2
K13461,hopM1; effector protein HopM1
K13472,raxST; sulfotransferase
K13478,popP2; type III effector protein PopP2
K13479,"ygeT, xdhB; xanthine dehydrogenase FAD-binding subunit [EC:1.17.1.4]"
K13480,"ygeU, xdhC; xanthine dehydrogenase iron-sulfur-binding subunit"
K13481,xdhA; xanthine dehydrogenase small subunit [EC:1.17.1.4]
K13482,xdhB; xanthine dehydrogenase large subunit [EC:1.17.1.4]
K13483,yagT; xanthine dehydrogenase YagT iron-sulfur-binding subunit
K13484,TTHL; 5-hydroxyisourate hydrolase / 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase [EC:3.5.2.17 4.1.1.97]
K13485,"PRHOXNB, URAD; 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase [EC:4.1.1.97]"
K13486,wspC; chemotaxis protein methyltransferase WspC
K13487,wspA; methyl-accepting chemotaxis protein WspA
K13488,wspB; chemotaxis-related protein WspB
K13489,wspD; chemotaxis-related protein WspD
K13490,"wspE; two-component system, chemotaxis family, sensor histidine kinase and response regulator WspE"
K13491,"wspF; two-component system, chemotaxis family, response regulator WspF [EC:3.1.1.61]"
K13497,trpGD; anthranilate synthase/phosphoribosyltransferase [EC:4.1.3.27 2.4.2.18]
K13498,trpCF; indole-3-glycerol phosphate synthase / phosphoribosylanthranilate isomerase [EC:4.1.1.48 5.3.1.24]
K13500,fcbD; chondroitin synthase [EC:2.4.1.175 2.4.1.226]
K13501,TRP1; anthranilate synthase / indole-3-glycerol phosphate synthase / phosphoribosylanthranilate isomerase [EC:4.1.3.27 4.1.1.48 5.3.1.24]
K13503,trpEG; anthranilate synthase [EC:4.1.3.27]
K13506,"GPAT3_4, AGPAT9, AGPAT6; glycerol-3-phosphate O-acyltransferase 3/4 [EC:2.3.1.15]"
K13509,AGPAT1_2; lysophosphatidate acyltransferase [EC:2.3.1.51]
K13510,LPCAT1_2; lysophosphatidylcholine acyltransferase / lyso-PAF acetyltransferase [EC:2.3.1.23 2.3.1.67]
K13516,MBOAT7; lysophospholipid acyltransferase 7 [EC:2.3.1.-]
K13520,"icsP, sopA; outer membrane protease [EC:3.4.23.-]"
K13522,"K13522, nadM; bifunctional NMN adenylyltransferase/nudix hydrolase [EC:2.7.7.1 3.6.1.-]"
K13524,ABAT; 4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase [EC:2.6.1.19 2.6.1.22]
K13525,"VCP, CDC48; transitional endoplasmic reticulum ATPase"
K13527,mpa; proteasome-associated ATPase
K13529,"ada-alkA; AraC family transcriptional regulator, regulatory protein of adaptative response / DNA-3-methyladenine glycosylase II [EC:3.2.2.21]"
K13530,"adaA; AraC family transcriptional regulator, regulatory protein of adaptative response / methylphosphotriester-DNA alkyltransferase methyltransferase [EC:2.1.1.-]"
K13531,adaB; methylated-DNA-[protein]-cysteine S-methyltransferase [EC:2.1.1.63]
K13532,"kinD; two-component system, sporulation sensor kinase D [EC:2.7.13.3]"
K13533,"kinE; two-component system, sporulation sensor kinase E [EC:2.7.13.3]"
K13534,PNPLA3; patatin-like phospholipase domain-containing protein 3 [EC:3.1.1.3 2.3.1.-]
K13540,cobIJ; precorrin-2 C20-methyltransferase / precorrin-3B C17-methyltransferase [EC:2.1.1.130 2.1.1.131]
K13541,cbiGH-cobJ; cobalt-precorrin 5A hydrolase / cobalt-factor III methyltransferase / precorrin-3B C17-methyltransferase [EC:3.7.1.12 2.1.1.272 2.1.1.131]
K13542,cobA-hemD; uroporphyrinogen III methyltransferase / synthase [EC:2.1.1.107 4.2.1.75]
K13543,hemDX; uroporphyrinogen III methyltransferase / synthase [EC:2.1.1.107 4.2.1.75]
K13566,"NIT2, yafV; omega-amidase [EC:3.5.1.3]"
K13570,pup; prokaryotic ubiquitin-like protein Pup
K13571,pafA; proteasome accessory factor A [EC:6.3.1.19]
K13572,pafB; proteasome accessory factor B
K13573,pafC; proteasome accessory factor C
K13574,hcxB; hydroxycarboxylate dehydrogenase B [EC:1.1.1.237 1.1.1.-]
K13580,K13580; magnesium chelatase subunit ChlD-like protein
K13581,ccrM; modification methylase [EC:2.1.1.72]
K13582,podJ; localization factor PodJL
K13583,gcrA; GcrA cell cycle regulator
K13584,"ctrA; two-component system, cell cycle response regulator CtrA"
K13585,hfaA; holdfast attachment protein HfaA
K13586,hfaB; holdfast attachment protein HfaB
K13587,"cckA; two-component system, cell cycle sensor histidine kinase and response regulator CckA [EC:2.7.13.3]"
K13588,chpT; histidine phosphotransferase ChpT
K13589,"cpdR; two-component system, cell cycle response regulator CpdR"
K13590,dgcB; diguanylate cyclase [EC:2.7.7.65]
K13591,"popA; two-component system, cell cycle response regulator PopA"
K13592,rcdA; regulator of CtrA degradation
K13593,"tipF; cyclic-di-GMP phosphodiesterase, flagellum assembly factor TipF"
K13598,"ntrY; two-component system, NtrC family, nitrogen regulation sensor histidine kinase NtrY [EC:2.7.13.3]"
K13599,"ntrX; two-component system, NtrC family, nitrogen regulation response regulator NtrX"
K13601,bchQ; bacteriochlorophyllide d C-8(2)-methyltransferase [EC:2.1.1.332]
K13602,bchR; bacteriochlorophyllide d C-12(1)-methyltransferase [EC:2.1.1.331]
K13603,bchV; 3-vinyl bacteriochlorophyllide hydratase [EC:4.2.1.169]
K13604,bchU; bacteriochlorophyllide d C-20 methyltransferase [EC:2.1.1.333]
K13605,bchK; bacteriochlorophyll c synthase [EC:2.5.1.-]
K13606,"NOL, NYC1; chlorophyll(ide) b reductase [EC:1.1.1.294]"
K13607,fldA; cinnamoyl-CoA:phenyllactate CoA-transferase [EC:2.8.3.17]
K13609,"dpkA, lhpD; delta1-piperideine-2-carboxylate reductase [EC:1.5.1.21]"
K13611,pksJ; polyketide synthase PksJ
K13612,pksL; polyketide synthase PksL
K13613,pksM; polyketide synthase PksM
K13614,pksN; polyketide synthase PksN
K13615,pksR; polyketide synthase PksR
K13617,PPME1; protein phosphatase methylesterase 1 [EC:3.1.1.89]
K13620,wcaD; putative colanic acid polymerase
K13622,btaA; S-adenosylmethionine-diacylglycerol 3-amino-3-carboxypropyl transferase
K13623,btaB; S-adenosylmethionine-diacylgycerolhomoserine-N-methlytransferase
K13626,fliW; flagellar assembly factor FliW
K13628,iscA; iron-sulfur cluster assembly protein
K13629,dsdX; D-serine transporter
K13630,marB; multiple antibiotic resistance protein MarB
K13631,"soxS; AraC family transcriptional regulator, mar-sox-rob regulon activator"
K13632,"marA; AraC family transcriptional regulator, mar-sox-rob regulon activator"
K13633,"ftrA; AraC family transcriptional regulator, transcriptional activator FtrA"
K13634,"cysB; LysR family transcriptional regulator, cys regulon transcriptional activator"
K13635,"cbl; LysR family transcriptional regulator, cys regulon transcriptional activator"
K13636,"dsdC; LysR family transcriptional regulator, D-serine deaminase activator"
K13637,"uxuR; GntR family transcriptional regulator, uxu operon transcriptional repressor"
K13638,"zntR; MerR family transcriptional regulator, Zn(II)-responsive regulator of zntA"
K13639,"soxR; MerR family transcriptional regulator, redox-sensitive transcriptional activator SoxR"
K13640,"hspR; MerR family transcriptional regulator, heat shock protein HspR"
K13641,"iclR; IclR family transcriptional regulator, acetate operon repressor"
K13642,"ftrB; CRP/FNR family transcriptional regulator, transcriptional activator FtrB"
K13643,"iscR; Rrf2 family transcriptional regulator, iron-sulfur cluster assembly transcription factor"
K13644,CEPT1; choline/ethanolamine phosphotransferase [EC:2.7.8.1 2.7.8.2]
K13645,"PLOD2; procollagen-lysine,2-oxoglutarate 5-dioxygenase 2 [EC:1.14.11.4]"
K13646,PLOD3; lysyl hydroxylase/galactosyltransferase/glucosyltransferase [EC:1.14.11.4 2.4.1.50 2.4.1.66]
K13647,"PLODN; procollagen-lysine,2-oxoglutarate 5-dioxygenase, invertebrate [EC:1.14.11.4]"
K13650,mcbA; MqsR-controlled colanic acid and biofilm protein A
K13651,mqsR; motility quorum-sensing regulator / GCU-specific mRNA interferase toxin
K13652,K13652; AraC family transcriptional regulator
K13653,K13653; AraC family transcriptional regulator
K13654,"mcbR; GntR family transcriptional regulator, colanic acid and biofilm gene transcriptional regulator"
K13655,mqsA; HTH-type transcriptional regulator / antitoxin MqsA
K13656,gumD; undecaprenyl-phosphate glucose phosphotransferase [EC:2.7.8.31]
K13657,"gumH, aceA; alpha-1,3-mannosyltransferase [EC:2.4.1.252]"
K13658,"gumI; beta-1,4-mannosyltransferase [EC:2.4.1.251]"
K13659,gumK; 2-beta-glucuronyltransferase [EC:2.4.1.264]
K13660,"gumM; beta-1,4-glucosyltransferase [EC:2.4.1.-]"
K13661,gumC; GumC protein
K13662,gumE; putative polymerase
K13663,gumF; acyltransferase [EC:2.3.1.-]
K13664,gumG; acyltransferase [EC:2.3.1.-]
K13665,gumL; pyruvyltransferase
K13668,pimB; phosphatidyl-myo-inositol dimannoside synthase [EC:2.4.1.346]
K13669,"pimE; alpha-1,2-mannosyltransferase [EC:2.4.1.-]"
K13670,pimF; putative glycosyltransferase [EC:2.4.-.-]
K13671,"K13671; alpha-1,2-mannosyltransferase [EC:2.4.1.-]"
